angle;angle;angle;angle;angle;angle;angle;angle;angle;angle;NULL;speed;speed;speed;speed;speed;speed;speed;speed;speed;speed
0,32;0,43;0,26;-0,38;0,00999999;-0,38;-0,25;-0,25;-0,23;0,39;NULL;-0,61;-1,27;0,4;-1;1,41;1,6;-0,88;-1,98;-0,02;1,53
-0,32;-0,32;0,3;0,34;-0,27;-0,02;0,13;-0,08;-0,11;0,08;NULL;1,44;1,07;-1,68;-0,43;-1,7;-0,09;0,2;-0,66;-1,76;-1,8
-0,44;-0,41;0,16;0,08;0,07;0,37;-0,12;-0,04;-0,12;-0,23;NULL;-0,69;0,37;-0,99;-0,52;1,23;1,1;-1,32;-1,32;-1,19;-0,33
0,41;-0,27;0,15;-0,09;-0,43;0,19;0,38;-0,32;0,32;-0,09;NULL;-0,93;-0,57;-0,39;0,53;0,0899999;-1,19;0,23;-1,78;1,89;-0,11
-0,27;-0,4;-0,07;0,15;-0,05;-0,33;0,24;-0,11;0,19;-0,23;NULL;-0,94;-0,48;-0,67;-1,6;1,39;1,44;-0,96;0,52;0,91;-0,68
-0,23;-0,4;-0,03;-0,02;-0,33;-0,3;0,11;-0,06;-0,41;0,41;NULL;1,56;-0,51;-0,38;1,78;1,6;-0,00999999;-0,0700001;1,98;0,76;0,94
0,36;0,38;0,17;0,06;-0,28;-0,19;-0,21;0,17;0,1;0,4;NULL;0,89;-1,11;0,68;1,8;1,77;0,44;1,45;-1,61;-0,04;1,05
-0,19;0,27;-0,15;0,02;-0,26;0,1;0,39;0,05;0,29;0,00999999;NULL;-1,12;-0,32;0,0799999;1,7;-1,12;-1,46;-1,52;-2;1,36;1,77
0,09;0,11;-0,15;0,21;0,37;-0,02;-0,38;-0,07;0,06;0,09;NULL;1,63;1,58;0,79;-1,85;1,16;-1,65;-0,62;0,02;-1,2;0,19
-0,43;0,11;0,2;0,28;-0,2;0,05;0,09;-0,04;0,12;-0,03;NULL;-0,46;0,24;1,47;1,43;0,68;-0,63;-1,33;0,4;-1,77;-1,79
-0,11;0,32;0,37;-0,03;0,27;0,37;-0,26;-0,05;0,02;0,04;NULL;-1,82;0,32;0,33;1,88;0,49;-0,71;-1,5;-1,4;-0,16;0,44
-0,02;0,1;-0,35;-0,33;-0,04;-0,24;-0,2;-0,00999999;-0,17;-0,02;NULL;-0,17;1,42;0,79;-1,08;-1,04;1,21;-0,88;-1,44;-0,46;-1,06
-0,15;-0,15;-0,00999999;-0,13;0,27;0,2;0,35;0,09;-0,26;-0,2;NULL;1,22;1,16;-1,29;-0,38;1,03;-1,99;-0,79;-0,17;-1,05;-0,88
-0,16;0,22;-0,24;-0,14;0,16;-0,28;-0,19;-0,22;0,17;0,1;NULL;-1,25;-1,09;-0,29;-0,61;-0,96;0,39;-1,49;-0,03;0,0899999;0,82
-0,27;0,12;0,42;0,09;0,17;0,28;0,33;-0,25;0,34;0,18;NULL;-0,15;1,08;0,83;-1,96;1,56;-0,66;-1,05;-0,77;0,86;-0,95
0,32;-0,16;-0,14;-0,38;-0,29;-0,16;0,00999999;0,04;0,36;0,18;NULL;1,45;-0,39;-0,34;-1,82;1,77;-0,76;-0,1;1,59;1,25;-0,03
-0,39;0,06;-0,08;0,12;0,42;0,21;-0,17;0,16;0,15;-0,08;NULL;-0,59;-1,47;0,13;1,61;-1,85;1,15;0,93;-0,61;-0,72;-1,4
0,23;-0,19;-0,33;0,37;-0,31;0,28;-0,28;0,1;-0,29;-0,12;NULL;1,11;-2;0,45;-0,55;-1,05;1,38;-1,96;-0,35;0,13;-1,7
-0,4;0,37;0,04;-0,17;0,03;-0,04;0,03;-0,06;0,3;-0,00999999;NULL;1,58;1,27;0,94;1,41;1,16;0,36;1,38;-1,21;1,91;-1,42
0,33;-0,16;0,04;0,4;-0,06;-0,24;0,35;0,1;-0,39;-0,3;NULL;-1,05;-0,85;0,7;1,34;-0,66;-2;-1,4;-0,02;-0,55;0,48
-0,25;-0,09;0,17;-0,02;-0,4;-0,24;-0,2;0,05;0,15;0,33;NULL;0,4;-1,44;0,11;0,0699999;-0,29;-0,46;0,56;1,68;1,41;-0,48
0,31;-0,1;-0,04;-0,38;-0,44;0,19;0,43;0,08;-0,17;0,33;NULL;0,72;1,6;0,00999999;1,85;0,72;-0,78;1,88;0,97;1,06;1,13
0,35;0,26;-0,31;-0,36;-0,1;0,36;0,25;-0,24;0,04;0,07;NULL;-0,62;-1,11;0,96;-1,83;-0,39;1,79;1,48;1,51;-1,64;-0,9
-0,18;0,09;-0,33;0,23;0,06;-0,04;-0,32;-0,44;-0,06;-0,28;NULL;-0,45;0,76;0,25;-0,64;-1,47;0,78;0,2;1,19;0,24;1,03
-0,16;0,34;-0,00999999;-0,26;-0,4;-0,23;0,22;-0,12;0,11;-0,35;NULL;-1,9;-0,25;0,42;-0,77;-0,02;1,27;0,66;0,38;1,19;1,8
-0,19;-0,26;0,39;-0,18;-0,19;-0,27;0,39;-0,3;-0,14;0,22;NULL;0,79;-1,4;0,48;-0,36;-0,25;0,4;0,78;1,96;-0,79;0,14
0,27;0,3;0,38;-0,27;-0,1;0,00999999;0,14;0,31;-0,09;-0,39;NULL;-1,78;1,23;-0,68;1,21;0,13;0,36;-1,38;1,73;0,3;0,0799999
-0,21;0,07;0,33;-0,12;-0,14;0,02;-0,28;0,16;-0,36;0,03;NULL;0,05;1,33;-1,36;0,66;1,78;-1,93;0,53;0,49;0,41;-0,53
0,00999999;-0,37;0,31;0,08;-0,06;-0,2;0,11;0,35;0,4;0,24;NULL;-1,08;-0,22;0,75;-1,92;1,51;-0,61;-0,68;-1,69;1,02;0,73
-0,02;-0,23;-0,22;-0,09;-0,07;-0,18;-0,27;-0,28;-0,39;0,4;NULL;1,65;-1,31;-0,22;1,23;0,02;-1,07;1,47;0,77;-1,87;0,05
0,22;0,32;0,07;-0,32;0,00999999;-0,25;0,32;-0,44;0,22;-0,31;NULL;1,63;0,0599999;-1,43;1;-1,59;-1,58;-0,47;0,5;0,54;0,64
-0,27;0,07;0,07;0,27;-0,28;-0,17;-0,2;0,35;-0,11;-0,42;NULL;-0,81;-0,16;-1,25;0,37;0,61;-0,13;-1,03;-0,41;0,79;-0,1
-0,09;0,24;-0,02;-0,14;-2,38419E-09;-0,08;-0,16;-0,03;0,34;-0,32;NULL;0,64;-0,45;1,74;1,81;0,17;1,52;-1,21;-1,09;-1,49;-0,0599999
-0,4;0,22;-0,04;0,31;-0,17;0,22;0,41;-0,29;-0,39;0,11;NULL;-0,7;1,64;-1,42;0,8;-1,48;1,63;-0,69;1,33;1,17;1,1
0,32;0,35;-0,38;-2,38419E-09;0,37;0,19;0,36;-0,05;0,38;-0,36;NULL;-0,62;-1,65;0,67;0,69;0,2;1,16;0,53;-1,13;0,21;-1,85
-0,21;0,06;0,22;0,17;0,17;0,4;-0,42;-0,21;0,18;-0,15;NULL;0,16;1,01;0,76;1,61;0,62;1,65;0,66;1,61;1,22;-1,76
0,39;0,37;0,18;-0,07;0,25;0,32;0,33;0,00999999;-0,33;0,00999999;NULL;0,7;1,39;-0,11;0,28;1,71;-1,22;-1,56;1,63;0,73;1,9
0,22;-0,09;-0,39;-0,42;0,33;-0,41;0,25;-0,35;0,4;-0,11;NULL;1,44;-1,42;0,24;-1,58;-0,27;0,75;-0,72;-1,05;0,19;-0,93
0,14;-0,43;-0,05;-0,44;0,13;-0,05;0,16;0,43;0,26;0,22;NULL;-1,64;1,15;1,92;-1,71;-1,98;0,67;-1,08;-0,51;-1,95;-0,1
-0,00999999;-0,06;0,19;0,04;-0,17;-0,07;0,22;0,19;0,07;0,09;NULL;1,07;1,9;1,63;-0,16;-1,85;1,24;0,79;1,04;0,43;-1,09
-0,43;-0,24;-0,26;0,17;-0,39;0,27;0,36;0,27;0,37;0,24;NULL;0,88;0,42;-1,11;-0,5;-1,2;1,49;0,69;-0,47;-0,18;-0,66
-0,17;-0,04;0,39;-0,16;-0,17;0,39;0,02;-0,25;-0,31;-0,13;NULL;0,0799999;-0,00999999;1,09;1,88;-1,62;-0,75;0,9;-0,38;1,76;-0,83
-0,42;0,36;-0,08;-0,32;-0,42;0,35;0,07;-0,26;-0,31;-0,34;NULL;1,94;-0,72;-0,37;-0,68;-0,62;-0,55;-0,49;1,97;-1,95;-0,25
0,09;-0,33;0,02;0,4;-0,23;0,24;0,25;-0,15;-0,14;0,36;NULL;-0,96;-0,45;-1,18;1,07;1,21;-1,41;1,62;0,69;-1,88;-0,25
-0,24;0,13;0,25;-0,4;-0,42;0,2;0,22;0,08;0,15;0,43;NULL;0,86;-0,54;-0,45;1,32;0,56;-1,28;-1,34;0,21;-1,63;0,2
0,14;-0,16;0,09;-0,22;-0,12;-0,2;-0,23;0,13;-0,29;0,33;NULL;1,79;1,66;1,45;-1,54;-1,67;-0,86;-0,77;-1,05;-1,79;0,37
0,2;0,43;-0,03;0,1;-0,41;-0,07;0,32;-0,12;0,4;-2,38419E-09;NULL;-0,11;-1,11;0,68;1,79;1,09;0,15;-1,38;-1,93;0,0699999;0,97
-0,28;-0,22;0,02;0,27;0,22;0,1;-0,44;0,42;0,24;-0,27;NULL;0,00999999;0,61;-1,11;0,9;-0,92;-1,75;1,41;0,97;-1,55;1,33
0,35;0,09;-0,18;-0,37;-0,36;-0,06;-0,05;0,05;0,27;-0,17;NULL;-1,1;0,99;0,43;-0,25;1,55;0,64;-1,55;-0,88;-1,05;1,85
-0,3;0,09;-0,41;0,17;-0,43;0,26;-0,38;-0,28;-0,31;0,21;NULL;0,33;1,9;0,55;-2;-0,11;-0,29;-1,88;-1,84;-1,18;0,68
-0,02;-0,08;-0,24;0,13;0,43;-0,23;-0,1;-0,4;-0,3;0,24;NULL;1,34;-1,51;1,88;1,47;0,93;1,1;-1,96;-1,54;-0,52;-0,97
0,05;0,08;-0,26;-0,39;-0,22;0,43;0,21;0,43;0,05;0,27;NULL;-1,46;-1,38;-0,55;0,0699999;-1,34;1,76;-0,00999999;0,22;1,43;-0,41
-0,04;0,1;-0,04;-0,34;0,16;0,24;-2,38419E-09;0,07;-0,11;-0,16;NULL;0,45;-0,48;-0,52;0,15;-1,88;1,08;-0,91;-0,76;1,08;-0,58
0,22;0,12;-0,37;-0,14;-2,38419E-09;0,14;-0,36;-0,38;0,18;-0,28;NULL;0,04;0,98;0,79;-1,15;-1,23;0,9;-0,52;1,02;0,89;-1,89
0,39;-0,32;-0,26;0,24;0,41;0,25;-0,24;-2,38419E-09;0,22;0,05;NULL;-0,9;-1,84;-0,43;-0,1;0,51;0,3;0,96;0,17;1,42;0,4
0,26;-0,42;-0,44;0,23;0,00999999;0,09;-0,23;0,41;-0,1;-0,14;NULL;1,19;1,66;1,49;-0,86;1,72;0,57;-1,17;-0,05;0,83;-1,23
-0,33;0,21;-0,25;0,4;-0,16;-0,12;-0,29;-0,36;-0,36;-0,29;NULL;0,38;0,0699999;1,65;1,67;1,63;-1,46;-1,47;-1,75;1,26;-1,57
-0,23;-0,19;0,12;0,33;0,02;-0,27;0,34;0,27;0,02;0,43;NULL;-0,67;-0,0700001;0,42;0,78;1,7;1,83;-1,29;-0,22;0,59;-0,37
0,22;0,16;-0,13;-0,00999999;-0,04;0,21;0,1;0,25;-0,07;0,26;NULL;-0,74;-0,41;-1,46;-1,07;-0,65;0,0899999;1,32;0,75;0,76;-1,69
-0,16;-0,14;-0,07;-0,29;-0,38;0,25;0,11;-0,08;0,02;-0,25;NULL;-0,48;-0,1;-1,09;0,45;-1,49;1,01;-1,12;-1,81;0,19;0,72
-0,13;0,22;0,43;-0,28;0,15;-0,2;-0,23;-2,38419E-09;0,19;0,38;NULL;-1,27;-1,72;1,51;0,0699999;-0,56;0,16;1,25;-0,0700001;-0,83;0,42
0,23;-0,22;0,38;-0,43;-0,41;-0,35;0,1;-0,03;-0,02;-0,26;NULL;-1,63;0,61;-1,19;0,98;-0,29;0,52;0,11;-1,8;0,00999999;-1,55
-0,4;-0,43;-0,11;0,07;-0,39;-0,29;0,33;-0,41;-0,26;0,06;NULL;-1,53;0,31;1,38;0,72;-0,62;1,35;1,68;-1,97;-0,24;-0,76
0,19;0,24;0,02;0,18;0,25;-0,33;0,42;0,23;0,03;0,32;NULL;-0,41;-0,64;-0,73;-1,99;-0,56;1,89;0,97;-1,62;-0,65;-1,82
-0,04;-0,3;0,07;0,39;-0,27;-0,37;-0,1;-0,32;0,32;0,05;NULL;-1,79;1,26;-0,43;0,0699999;1,18;-0,39;1,51;-1,24;1,38;-0,13
-0,11;-0,24;-0,02;-0,31;-0,27;0,18;-0,31;-0,28;0,03;-0,29;NULL;-0,28;-0,73;1,73;1,32;1,15;-0,23;0,04;-1,54;1,71;-1,03
0,25;-0,36;-0,32;-0,42;-0,17;-0,33;0,42;-0,24;-0,44;-0,12;NULL;-0,38;1,7;0,0999999;0,72;-1,29;-1,1;0,63;0,91;0,67;1,36
-0,31;0,05;0,03;-0,16;0,43;0,09;-0,38;0,02;0,25;-0,24;NULL;-0,33;1,4;0,63;0,22;0,67;-1,51;-0,67;1,41;1,52;-0,6
-0,42;-0,17;-0,09;-0,4;0,36;0,07;0,32;0,17;0,32;-0,1;NULL;0,91;1,27;-1,46;0,65;0,77;1,48;1,06;-0,85;0,23;0,56
-0,24;-0,12;0,1;-0,04;0,32;-0,07;-0,44;0,13;-0,34;0,3;NULL;-1,71;-1,44;1,67;-1,01;1,22;0,48;0,73;-1,92;1,08;0,81
-0,42;0,02;0,34;-0,09;-0,22;-0,1;0,34;-0,23;0,32;0,34;NULL;-0,96;-1,45;-0,99;0,94;-0,92;-0,61;-1,04;-0,12;-0,97;-1,63
-0,26;0,38;-0,38;-0,14;-0,27;-0,12;0,17;-0,26;-0,09;-0,02;NULL;1,2;-0,92;0,31;1,11;-1,94;0,2;-1,69;0,81;-0,16;0,13
0,39;-0,23;0,08;-0,06;-0,37;0,29;0,11;-0,23;-0,16;0,21;NULL;-1,47;-0,00999999;1,64;-0,66;0,93;-0,23;-1,99;1,84;0,85;1,46
0,29;0,18;-0,02;0,02;-0,26;-0,09;-0,08;0,3;-0,44;-0,18;NULL;1,27;1,44;0,0799999;0,5;1,7;1,61;-1,65;1,64;-0,77;1,67
0,2;-0,28;0,15;-0,23;0,06;-0,26;-0,02;0,22;-0,11;-0,1;NULL;0,9;0,41;-1,86;-0,76;1,32;-1,09;0,69;-0,33;-0,05;-1,5
-2,38419E-09;0,24;-0,2;-0,18;-0,36;0,05;-0,05;-0,41;0,34;0,06;NULL;0,03;1,76;1,01;0,58;-0,86;0,05;0,94;0,83;-1,7;-0,79
-0,28;0,14;0,16;0,26;-0,18;0,02;0,06;0,43;0,13;0,16;NULL;-0,92;1,84;0,88;1,83;-0,0700001;0,33;0,52;-1,25;-0,92;1,05
0,33;0,24;-0,16;-0,25;-0,04;0,17;0,25;-0,2;0,34;0,06;NULL;-1,56;-0,14;-1,59;-1,43;1,78;0,85;1,56;-1,65;0,00999999;0,02
0,41;-0,41;-0,27;-2,38419E-09;0,00999999;0,12;0,19;-0,26;0,18;0,43;NULL;0,0999999;-1,13;-0,59;1,63;-0,8;-1,02;1,34;-1,08;0,41;-0,86
0,12;-0,39;-0,1;0,32;-0,19;-0,24;-0,19;0,28;0,16;-0,26;NULL;1,78;0,0899999;-1,07;0,83;-0,56;-1,85;-1,07;-0,03;-0,51;0,54
-0,38;-0,38;0,1;-0,25;-0,05;-0,13;0,11;0,38;-0,2;-0,37;NULL;-1,92;-0,13;1,71;-1,07;0,81;-0,27;1,41;1,02;-1,22;-1,69
0,25;-0,14;0,43;-0,31;0,06;-0,11;0,37;0,27;0,05;-0,21;NULL;-1,56;-0,35;0,98;1,77;1,17;1,82;-0,84;-0,35;-0,39;-1,32
0,00999999;-0,32;0,17;-0,39;-2,38419E-09;-0,2;0,06;-0,21;-0,12;-0,25;NULL;-1,13;-0,84;-0,69;-0,46;0,0799999;-0,15;1,58;1,42;1,55;1,8
-0,34;-0,35;0,13;0,14;-0,42;-0,21;-0,35;-0,07;0,22;0,33;NULL;-0,59;-0,39;-0,02;0,49;-2;0,17;1,23;-1,06;-1,22;0,39
-0,43;0,11;-0,28;-0,04;-0,03;-0,43;0,33;0,06;0,33;0,35;NULL;-1,1;-1,52;1,25;-0,47;1,02;-1,45;-0,6;0,57;0,11;-1,07
0,43;-0,02;-0,25;0,14;-0,39;0,06;-0,22;0,16;-0,29;-0,36;NULL;0,81;1,88;-0,34;-1,81;-1,41;0,76;-1,95;-0,12;-0,86;-0,5
0,09;0,11;0,31;-0,39;-2,38419E-09;0,35;-0,27;0,21;0,22;-0,33;NULL;-0,53;-0,88;0,58;-0,52;1,58;1,15;-0,2;-0,59;0,96;-0,93
0,36;-0,31;0,3;0,28;0,26;0,27;0,39;-0,14;0,4;0,06;NULL;-0,83;0,72;-0,63;1,73;-1,16;1,73;-1,89;1,69;0,64;-0,36
0,35;0,29;-0,37;-0,33;0,2;0,21;0,05;-0,15;-0,22;-0,42;NULL;0,44;0,97;0;-0,44;1,68;0,7;-0,86;-1,55;1,17;-1,65
0,1;0,09;-0,42;0,09;0,28;0,03;0,11;-0,31;-0,41;0,12;NULL;-0,52;-0,26;1,17;1,68;-0,5;0,48;-0,48;0,25;0,7;1,61
-0,41;0,39;-0,43;-0,18;0,22;-0,17;0,03;-0,41;-0,09;0,4;NULL;0,79;-1,48;-0,3;-1,34;1,78;-0,25;1,46;-0,47;-1,34;-1,45
-0,38;0,34;0,21;0,4;0,31;-0,2;0,24;0,06;0,04;0,4;NULL;-0,69;1,28;-0,96;-1,9;-0,27;1,32;-0,04;-0,34;0,3;-0,17
0,34;-0,34;0,05;0,12;-0,14;-0,08;-0,13;0,02;-0,04;-0,23;NULL;0,63;0,87;-0,91;-1,7;-1,02;-0,27;0,48;-1,56;-1,72;0,35
-0,19;-2,38419E-09;-0,33;-0,24;-0,3;0,16;-0,19;0,11;-0,25;-0,07;NULL;1,18;-0,75;-1,36;0,18;-1,7;-0,36;0,21;0,04;-1,78;-1,62
-0,09;0,4;0,15;0,36;-0,25;0,04;0,23;-0,00999999;0,35;0,07;NULL;0,6;0,98;1,96;-0,12;-1,39;-1,54;-0,63;-1,16;-1,65;0,17
-0,02;0,05;-0,31;-0,26;0,03;-0,03;-0,27;-0,32;0,14;-0,00999999;NULL;1,61;0,25;0,43;0,22;1,96;1,91;0,73;-1,31;0,32;-2
-0,19;-0,06;-0,35;0,1;0,14;-0,29;0,33;-0,32;-0,36;-2,38419E-09;NULL;-1,17;-0,46;-1,47;0,66;-0,68;-0,6;0,39;0,3;-0,0599999;1,34
0,23;0,4;0,38;0,00999999;-0,4;0,03;0,23;-0,15;-0,07;-0,25;NULL;0;-0,14;-1,36;1,28;-1,33;1,04;1,41;-1,29;1,46;1,73
-0,26;-0,06;-0,13;-0,4;-0,41;-0,08;0,04;0,02;-0,16;-0,31;NULL;-0,44;-1,43;-1,26;-1,73;-0,22;-1,66;-0,0700001;-0,96;-0,94;0,82
-0,04;-0,4;0,37;0,12;-0,23;-0,32;0,28;0,22;-0,2;-0,43;NULL;-0,98;-1,32;1,96;0,05;1,22;-1,05;-0,22;-1,58;-0,73;1,76
-0,14;-0,34;0,34;0,04;0,04;-0,38;-0,2;-0,00999999;-0,25;-0,24;NULL;-0,94;-0,84;-0,08;-1,93;-1,61;-1,32;0,33;-0,83;-1,21;-0,68
-0,41;-0,43;0,08;-0,00999999;-0,44;-0,25;-0,28;-0,13;0,25;-0,03;NULL;1,38;1,34;-1,22;-0,03;-1,43;1,58;-1,02;0,35;0,69;0,41
-0,14;0,04;0,06;-0,09;0,12;0,23;0,09;-0,04;0,02;-0,29;NULL;1,82;-0,44;1,07;0,49;-0,00999999;0,6;-1,15;-1,56;1,78;0,28
-0,21;0,31;0,15;0,3;-0,24;-0,27;0,09;-0,02;0,19;0,16;NULL;0,38;1,31;-0,84;1,18;0,55;1,96;-1,77;1,15;1,33;0,17
-0,19;-0,16;-2,38419E-09;0,39;-0,07;-0,44;0,24;0,12;0,17;-0,00999999;NULL;1;-0,03;1,68;-0,09;-0,6;1,02;1,1;1,04;1,25;-0,81
0,08;0,2;-0,37;0,4;-0,37;-0,05;0,35;0,43;0,03;-0,42;NULL;0,38;-1,5;1,63;1,13;-0,58;0,22;-1,95;-1,2;-0,1;-0,39
-0,17;-0,39;0,36;0,14;0,43;0,3;-0,22;0,27;-0,18;-0,06;NULL;1,96;-0,14;0,98;0,0599999;1,68;-1,39;-0,36;1,62;0,42;0,86
0,21;0,31;0,36;0,25;-0,44;0,39;0,42;-0,37;0,23;-0,34;NULL;0,23;-1,54;-1,26;1,79;1,73;-0,15;0,59;-1,18;1,54;-0,61
-0,03;-0,12;-0,29;0,1;0,19;0,05;0,26;-0,36;0,16;-0,15;NULL;-1,42;0,64;-0,98;0,04;-1,97;-1,01;-1,77;1,23;0,77;1,67
-0,15;0,28;0,27;-0,15;0,25;0,11;-0,25;-2,38419E-09;-0,34;-0,09;NULL;1,65;-0,89;1,77;-0,11;-1,15;-0,71;0,54;-1,53;-1,21;-1,69
0,1;0,32;-0,13;-0,29;-0,07;-0,37;0,27;-0,04;0,1;-0,13;NULL;-0,65;1,5;-1,21;-0,69;-0,77;0,45;0,4;0,03;1,73;1,71
0,17;0,05;-0,24;-0,29;-0,3;0,04;-0,05;0,35;0,3;0,35;NULL;-0,44;0,15;-1,5;1,96;0,77;1,17;-0,02;-0,95;1,83;0
-0,03;-0,24;0,42;-0,08;-0,02;0,1;-0,15;-0,35;-0,23;-0,44;NULL;0,31;-0,53;0,91;1,41;-1,21;-0,76;-0,42;-0,52;1,5;0,63
-0,42;0,32;-0,03;-0,33;0,43;-0,36;-0,42;-0,33;-0,34;0,15;NULL;0,72;1,49;1,27;-1,42;0,22;1,77;0,54;0,75;0,4;-1,15
0,09;-0,28;-0,09;-0,06;-0,21;-0,29;-0,05;0,04;-0,3;0,03;NULL;1,69;-0,88;-1,96;-1,98;1;0,3;0,97;0,95;-1,02;-0,93
-0,44;-0,09;-0,3;-0,4;0,23;-0,39;0,17;0,19;0,2;0,36;NULL;-1,31;0,22;1,95;-1,72;-1,69;-0,53;1,52;0,95;0,29;1,92
-0,37;-0,08;0,00999999;0,06;-2,38419E-09;-0,33;0,4;0,26;0,25;-0,2;NULL;-1,51;-0,22;-1,28;1,08;-0,08;0,11;-1,09;-0,57;1,56;-1,31
-0,28;-0,1;-0,17;0,31;-2,38419E-09;0,11;-0,44;-0,04;0,16;-0,15;NULL;0,64;-1,13;-0,17;-0,3;1,3;0,54;1,6;1,23;0,12;-0,46
-0,16;0,2;0,14;0,32;-0,19;-0,22;0,14;-0,17;0,03;-0,09;NULL;-0,31;1,29;1,45;-1,64;-1,51;0,32;-0,71;1,45;-0,44;-0,73
0,26;0,24;-0,27;0,06;0,16;0,18;0,1;0,33;-0,17;-0,1;NULL;-1,41;0,04;0,62;-0,23;-1,15;-1,5;1,56;-1,77;0,78;-1,95
0,37;-0,06;-0,03;-0,29;0,13;0,27;0,28;0,1;-0,43;-0,17;NULL;1,31;-1,56;0,45;-1,19;-0,65;-0,09;-0,09;-1,58;-0,02;1,89
-0,4;-0,21;-0,27;-0,18;0,19;-0,34;-0,08;0,29;0,09;-0,06;NULL;1,89;0,28;-1,74;-0,84;-1,73;-1,58;1,94;0,33;0,5;0
-0,12;-0,05;-0,12;0,34;0,37;-0,03;0,00999999;0,43;-0,05;0,11;NULL;-1,67;1,87;-0,41;-1,52;1,82;-0,67;-0,62;-0,63;0,9;0,32
-0,39;-0,09;0,23;0,17;-0,14;0,21;-0,15;0,4;-0,13;0,15;NULL;0,87;0,51;-1,63;0,95;-1,59;1,24;-0,7;1,05;1,86;-1,14
-0,43;-0,3;0,35;0,18;0,34;-0,31;0,03;-0,3;0,18;0,09;NULL;-0,34;-0,45;-1,56;-1,29;-1,31;-1,73;-1,89;0,56;1,73;0,22
0,15;-0,13;0,13;0,33;-0,23;0,33;-0,03;-0,42;-0,42;0,41;NULL;-0,95;-0,09;-1,51;-1,33;1,21;-1,63;0,15;-1,39;-1,96;1,44
0,03;-0,09;-0,17;0,37;-0,23;0,42;0,33;-0,12;-0,19;-0,42;NULL;-0,14;-1,79;1,43;0,25;-0,87;-1,94;1,54;0,87;-0,81;-0,41
-0,18;0,32;-0,43;0,15;-0,06;-0,09;0,14;-0,02;-0,18;-0,38;NULL;-1,33;0,91;0,65;-0,03;1,77;-1,5;1,46;1,02;0,82;0,47
0,27;0,06;0,16;-0,15;-0,12;0,32;0,41;0,13;0,28;0,07;NULL;-1,82;-1,29;-0,1;1,5;1,79;1,35;0,89;1,29;0,91;0,33
-0,26;-0,44;0,1;-0,35;0,16;0,25;0,17;-0,44;-0,36;-0,31;NULL;0,76;1,67;0,53;0,22;0,53;-0,48;-1,52;-1,59;1,07;-0,0599999
-0,23;0,14;-0,2;-0,33;-0,13;0,37;0,12;0,17;0,41;0,36;NULL;1,74;0,82;1,38;-0,56;-1,54;-0,21;-0,59;-0,83;-1,42;1,02
-0,11;0,08;-0,04;-0,28;-0,35;0,04;-0,13;-0,08;0,13;-0,26;NULL;-0,65;-1,39;0,0999999;1,72;-0,15;1,57;0,87;0,15;-0,4;-0,26
0,27;-0,14;-0,3;-0,43;0,00999999;-0,05;-0,19;0,25;-0,38;0,15;NULL;1,85;-0,3;1,31;-1,54;1,14;1,88;1,37;0,39;-0,88;1,85
-0,05;0,43;-0,37;0,38;-0,35;-0,21;0,41;-0,27;0,17;0,08;NULL;0,00999999;1,18;-1,21;0,88;1,52;-1,87;1,09;1,1;-0,33;0,0899999
-0,05;0,35;-0,17;-0,04;0,43;0,28;-0,03;-0,11;-0,23;0,17;NULL;-1,48;0,00999999;1,86;-1;0,44;-0,02;-0,13;0,77;1,5;1,8
-0,28;0,21;0,24;0,14;0,24;0,1;-0,25;0,43;-0,12;0,23;NULL;-0,6;-1,01;0,89;0,71;-1,76;0,78;-0,23;-1,14;1,71;0,78
-0,15;0,19;0,04;0,42;-0,27;0,24;-0,31;0,04;-0,17;0,38;NULL;-0,37;1,33;0,62;-0,86;1,07;1,39;-0,92;-0,78;0,0599999;0,53
0,41;0,04;0,29;-0,37;-0,04;-0,44;0,34;-0,19;-0,32;0,34;NULL;-1,29;1,09;0,96;-0,0700001;0,68;1,48;-0,64;-0,6;1,06;-0,75
-0,00999999;-0,36;-0,18;0,09;0,05;0,19;-0,3;0,21;-0,44;-0,36;NULL;0,31;1,81;1,27;0,17;-0,52;-1,76;1;-1,62;-1,02;-1
-0,33;-0,29;-0,08;-0,39;-0,23;0,14;0,3;0,36;0,33;0,19;NULL;0,44;-0,58;-0,96;0,69;-1,44;0,22;0,0899999;-1,5;0,94;-1,29
-0,21;-0,09;-0,2;-0,26;-0,11;0,37;-0,12;0,18;-0,39;0,31;NULL;-1,26;-0,16;-0,1;1,53;-1,61;-1,47;0,6;-1,65;1,82;-1,3
0,14;0,29;0,27;-0,08;0,35;0,42;-0,31;-0,22;0,07;-0,34;NULL;0,4;1,97;-0,94;-1,42;-1,03;0,22;-0,47;-0,35;-0,51;0,86
-0,31;0,14;-0,35;-0,29;-0,19;-0,08;-0,31;-0,32;0,22;-0,16;NULL;0,86;-1,7;-0,05;1,57;-0,08;0,57;0,42;-0,38;-1,43;1,5
-0,2;-0,42;0,39;-0,37;0,43;0,13;0,38;-0,4;-0,4;-0,27;NULL;-1,53;-1,15;1,28;0,31;-0,62;1,57;-0,88;1,74;-1,75;1,47
0,14;0,19;-0,32;-0,42;0,39;0,13;0,19;0,32;-0,12;-0,38;NULL;0,62;0,13;-1,31;1,09;-1,29;-1,32;1,76;0,28;-1,52;0,47
